EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
253666,SUFFOLK CO.,BOSTON,07/10/2010,1357,Flash Flood, , ,0,0,500000,0,MA,EST-5, ,43562,C,25,BOX,0,0,Amateur Radio,Heavy Rain, , ,0,N,0,E,SOUTH BOSTON,07/10/2010,1445,42.32,-71.07,42.3296,-71.0414
255786,SUFFOLK CO.,SOUTH BOSTON,08/05/2010,1557,Lightning, , ,1,0,0,0,MA,EST-5, ,44042,C,25,BOX,0,0,Amateur Radio, , , ,2,ENE,2,ENE,SOUTH BOSTON,08/05/2010,1557,42.3362,-71.0118,42.3362,-71.0118
258007,SUFFOLK CO.,ALLSTON,08/25/2010,1012,Flood, , ,0,0,0,0,MA,EST-5, ,44446,C,25,BOX,0,0,Amateur Radio,Heavy Rain, , ,1,ENE,2,W,BACK BAY ANNEX,08/25/2010,1046,42.3525,-71.1159,42.3324,-71.1018
259990,SUFFOLK (ZONE), ,10/01/2010,634,Strong Wind,44.00, ,0,0,50000,0,MA,EST-5,MG,44849,Z,15,BOX,0,0,ASOS, , , , , , , , ,10/01/2010,1006, , , , 
264989,SUFFOLK (ZONE), ,10/15/2010,1233,Strong Wind,41.00, ,0,0,25000,0,MA,EST-5,MG,45662,Z,15,BOX,0,0,ASOS, , , , , , , , ,10/16/2010,927, , , , 
272962,SUFFOLK (ZONE), ,12/12/2010,2120,Strong Wind,30.00, ,0,1,5000,0,MA,EST-5,MS,46918,Z,15,BOX,0,0,ASOS, , , , , , , , ,12/12/2010,2120, , , , 
273813,SUFFOLK (ZONE), ,12/26/2010,600,Winter Storm, , ,0,0,0,0,MA,EST-5, ,46988,Z,15,BOX,0,0,Official NWS Observations, , , , , , , , ,12/27/2010,1500, , , , 
273387,SUFFOLK (ZONE), ,12/27/2010,218,Coastal Flood, , ,0,0,50000,0,MA,EST-5, ,46983,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,12/27/2010,346, , , , 
280167,SUFFOLK (ZONE), ,01/12/2011,200,Winter Storm, , ,0,0,50000,0,MA,EST-5, ,48012,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,01/12/2011,2200, , , , 
277870,SUFFOLK (ZONE), ,01/21/2011,500,Winter Storm, , ,0,0,0,0,MA,EST-5, ,47658,Z,15,BOX,0,0,Public, , , , , , , , ,01/21/2011,1300, , , , 
279998,SUFFOLK (ZONE), ,01/26/2011,2000,Heavy Snow, , ,0,0,0,0,MA,EST-5, ,47984,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,01/27/2011,1100, , , , 
283289,SUFFOLK (ZONE), ,02/01/2011,800,Winter Storm, , ,0,0,432000,0,MA,EST-5, ,48481,Z,15,BOX,0,0,Trained Spotter, , , , , , , , ,02/02/2011,1500, , , , 
